Name,Address,Municipality,Categories,Cuisine_Type,Rating,Rating_Band,Latitude,Longitude,Is_Halal,Is_Vegetarian,Is_Vegan,Has_Parking,Is_Family_Friendly,Is_Romantic,Has_Scenic_View,Has_Outdoor,Has_Wifi,Dominant_Topic,Topic_Label,Topic_1_Pct,Topic_2_Pct,Topic_3_Pct
Mk Celup Tepung Kelulut,,Kampung Kelulut,Restaurant,Other,5.0,Excellent (≥4.5★),5.168250899999999,103.2312045,No,No,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,76.23,17.79,2.66
Restoran Anjung Seri,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.5161383,102.9664848,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,45.98,24.5,14.86
"Setiu Route T1, Warung Batu",,Kampung Bari Kecil,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.560436,102.8586133,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,68.13,16.27,8.02
Nasi Dagang Atas Tol - Kelulut,,Kelulut,Restaurant,Other,4.0,Very Good (≥4.0★),5.1774529,103.2277586,No,No,No,Yes,No,No,Yes,Yes,No,1,Overall Dining Experience,59.68,24.11,8.78
Roti Paung Special Cmah,,Kampung Pasir Putih,Restaurant,Other,5.0,Excellent (≥4.5★),4.9827743,103.3266554,No,No,No,No,Yes,No,No,No,No,3,Location & Ambiance,70.32,17.62,7.35
Kedai Makan,,Village,Restaurant,Other,5.0,Excellent (≥4.5★),5.0307989,103.2721232,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Nasi Dagang Kak Nani,,Marang,Restaurant,Other,5.0,Excellent (≥4.5★),5.1890652,103.2222819,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,50.01,28.19,18.38
Kedai Makan Pantai Kelulut,,Marang,Restaurant,Other,4.0,Very Good (≥4.0★),5.1750174,103.2286954,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,68.15,21.28,3.83
Nabihah Seafood,,Marang,Restaurant,Other,3.0,Good (≥3.0★),5.1943761,103.1009173,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,70.03,17.04,7.72
"Restoran Hentian Rehat My Family, Setiu Terengganu.",,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.5126741,102.7681927,No,No,No,Yes,No,No,No,Yes,No,2,Traditional Malay Food,75.9,17.83,2.01
Mcts (Mr Celup Tepung Station),,Besut,Seafood Restaurant,Seafood,5.0,Excellent (≥4.5★),5.6001233,102.8216223,No,No,No,Yes,No,No,Yes,No,No,3,Location & Ambiance,61.4,24.23,7.9
Kedai Makan Sri Pinang,,Kampung Ru Lima,Restaurant,Other,5.0,Excellent (≥4.5★),5.176378499999999,103.2277208,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,57.94,19.04,13.92
D'Perahu Setiu Seafood,,Besut,Restaurant,Other,3.0,Good (≥3.0★),5.539199399999999,102.7306706,No,No,No,Yes,No,No,Yes,Yes,No,1,Overall Dining Experience,66.76,18.69,8.8
Dperahu Seafood,,Kampung Merang,Restaurant,Other,3.0,Good (≥3.0★),5.524964799999999,102.9598807,No,No,No,Yes,No,No,Yes,No,No,3,Location & Ambiance,60.95,32.01,4.54
Setiu Beriani Corner,,Besut,Family Restaurant,Family,4.0,Very Good (≥4.0★),5.5193559,102.7462898,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,54.01,33.46,5.95
Keropok Lekor 008 Kelulut,,Marang,Dried Seafood Store,Seafood,5.0,Excellent (≥4.5★),5.1722207,103.2294327,No,No,No,No,Yes,No,No,No,No,6,Seafood & Local Snacks,70.68,14.64,7.38
Kedai Makan Sedap Murah Ueleen Corner,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.5074777,102.7799399,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,72.06,13.18,7.92
Nasken Coffee,,Kg Balik Bukit,Restaurant,Other,5.0,Excellent (≥4.5★),5.5170188,102.7554248,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,68.05,22.21,7.8
Restoran Pok Shah Ikan Bakar Lunch Menu,,Kampung Berang,Restaurant,Other,4.0,Very Good (≥4.0★),5.0739778,103.0042929,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,71.88,21.44,3.36
Keropok Lekor Mek Han,,Kampung Tajin,Restaurant,Other,4.0,Very Good (≥4.0★),5.115825399999999,102.9957391,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,71.16,18.47,5.89
Dnora Seafood & Western Banjir,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.476575899999999,102.7975049,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,74.59,15.6,4.45
Wow Rc Setiu (Roti Blackpepper Joget Kambing),,Besut,Halal Restaurant,Other,4.0,Very Good (≥4.0★),5.516058699999999,102.7581669,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,51.28,27.74,11.46
Bayou Beach Cafe,,"4074, Jalan",Cafe,Cafe,2.0,Below Average (<3.0★),5.5977373,102.8241114,No,No,No,No,Yes,No,Yes,Yes,No,5,Western & Fusion Food,51.39,29.94,15.46
Kfc,,Marang,Fast Food Restaurant,Fast Food,4.0,Very Good (≥4.0★),5.2072483,103.2063532,No,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,67.9,20.82,5.64
Restoran Kampung Kita,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.6003333,102.7612377,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,46.16,38.28,5.39
Penarik Beach,,Jln Penarik,Tourist Attraction,Other,5.0,Excellent (≥4.5★),5.5929527,102.8287536,No,No,No,No,Yes,No,Yes,No,No,3,Location & Ambiance,60.17,23.89,9.82
Theburgeritos,,Putera Jaya,Restaurant,Other,5.0,Excellent (≥4.5★),5.5062865,102.7852588,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,79.37,10.24,3.27
Kedai Napi,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.5122725,102.7747414,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,70.6,13.52,7.16
Rumbia Hill View Restaurant,,Besut,Asian Fusion Restaurant,Asian,5.0,Excellent (≥4.5★),5.512653299999999,102.7660958,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,64.07,21.73,5.48
Kari Kepala Ikan Uwais Al Qarni Kg Telaga Kuala Berang,,Kampung Telaga,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.0910681,102.9991828,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,73.63,18.16,3.46
Mrs. Mean'S Cafe,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.512708099999999,102.7660675,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,70.17,17.67,6.86
Chicken Dance ( Kuala Berang ),,G274A,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.0733109,103.0113208,No,No,No,Yes,No,No,No,No,No,5,Western & Fusion Food,60.94,35.81,1.48
Warung Mok Yah Mee Sup,,Kg Bukit Pelong,Restaurant,Other,5.0,Excellent (≥4.5★),5.5273654,102.737785,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,58.7,24.48,5.3
Restoran Aroma Kampung,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0735974,103.005029,No,Yes,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,64.19,22.26,8.63
Restoran Diana Seafood,,Unknown,Restaurant,Other,1.0,Below Average (<3.0★),5.5182768,102.7480185,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,78.76,17.98,1.14
Kedai Vendor 3 Hengget,,Kampung Buluh,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0713342,103.0118113,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Medan Ikan Bakar & Chalet I-Brang,,Kampung Buluh,Restaurant,Other,4.0,Very Good (≥4.0★),5.068577599999999,103.0079728,No,No,No,No,No,No,Yes,No,No,3,Location & Ambiance,62.32,23.35,6.31
Roti Wap Pelangi,,Kampung Buluh,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.5218455,102.7450315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Safar Restaurant,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0732247,103.0112273,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,62.63,22.09,8.35
My Family Ikan Bakar,,Kuala Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.5126623,102.7682938,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,73.81,16.23,5.56
Restoran Selera Ulu,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0761284,102.9979652,No,No,No,No,Yes,No,No,No,No,3,Location & Ambiance,67.42,20.7,5.44
Kedai Makan Wan Dali,,Kampung Buluh,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.5203191,102.7457023,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,66.04,24.14,4.66
Combi Grill,,Jalan Astaka,Restaurant,Other,5.0,Excellent (≥4.5★),5.0718177,103.0101085,No,No,No,No,No,No,No,Yes,No,5,Western & Fusion Food,62.46,28.86,4.35
Restoran Dkl Santapan Puteri,,Kampung Pak Kancil,Restaurant,Other,4.0,Very Good (≥4.0★),5.510720699999999,102.776831,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,81.87,5.37,3.84
Warung Iman,,Kampung Rahmat,Restaurant,Other,5.0,Excellent (≥4.5★),5.0819442,103.0105805,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,57.85,22.29,10.09
Amr Char Koteaw,,Hulu Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0734808,103.0107891,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,66.96,25.88,2.56
Bf Celup Tepung,,Kampung Rhu Sepuluh,Restaurant,Other,1.0,Below Average (<3.0★),5.5734708,102.8489928,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,52.57,43.68,1.29
Kedai Nasi Ulam Sedap Sokmo Tepi Sungai,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.5223759,102.7450833,No,No,No,Yes,Yes,No,No,No,No,4,Malay Review Sentiment,66.53,26.03,5.38
Kfc,,Besut,Chicken Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.5211597,102.7475176,No,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,67.9,20.82,5.64
Western'S Station,,Kg,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.5106965,102.7768569,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,73.86,16.25,3.67
Restoran Impian Maju (Adyra Daging Bakar),,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.518288699999999,102.7480554,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
D'Perahu Seafood,,Dataran Syah,Restaurant,Other,3.0,Good (≥3.0★),5.337877799999999,103.1383251,Yes,No,No,Yes,Yes,No,No,Yes,No,6,Seafood & Local Snacks,60.65,26.76,9.3
Kedai Makan Seri Gaung,,Hulu Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.0758864,102.9978025,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,61.37,20.23,10.74
Warung Satay Sri Baung Permaisuri,,Besut,Restaurant,Other,3.0,Good (≥3.0★),5.5423152,102.7296242,No,No,No,No,Yes,No,No,No,No,5,Western & Fusion Food,67.25,18.69,8.02
Kedai Makan Maa Selera Baung,,Kampung Gaung,Restaurant,Other,4.0,Very Good (≥4.0★),5.0758281,102.9987849,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,71.02,10.06,8.63
Nasi Kerabu Gaung,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0719638,102.9918453,No,No,No,No,No,No,Yes,No,No,2,Traditional Malay Food,62.67,18.84,6.69
Kedai Makan Cikgu Rani,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.072847599999999,103.0120802,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,71.5,15.28,6.97
Mok Ngoh Nasi Dagang,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.274622,103.1742638,Yes,No,No,Yes,Yes,Yes,No,No,No,6,Seafood & Local Snacks,46.21,31.83,17.49
Aboh Corner,,Kampung Buluh,Restaurant,Other,5.0,Excellent (≥4.5★),5.5221106,102.7453894,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,76.36,13.03,3.2
Satay,,Besut,Restaurant,Other,3.0,Good (≥3.0★),5.5134282,102.7639728,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,47.38,31.62,12.19
Kabinkuninggaung,,Kampung Gaung,Kebab Shop,Middle Eastern,4.0,Very Good (≥4.0★),5.0711869,102.9959767,Yes,No,No,No,No,No,No,No,No,3,Location & Ambiance,74.29,7.4,5.3
Aminah Tom Yam,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.5225124,102.7442313,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.29,16.9,2.7
"Pantai Penarik, Setiu",,Unknown,Hotel,Other,4.0,Very Good (≥4.0★),5.617865699999999,102.806672,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,Location & Ambiance,56.97,26.72,13.63
Selera Kampung Since 1990,,Jalan Besar,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.082546499999999,102.997763,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Dapur Aryan,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0879129,102.9983245,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,77.98,6.32,4.52
"Warung Ct, Kampung Telaga",,Hulu Terengganu,Breakfast Restaurant,Cafe,4.0,Very Good (≥4.0★),5.0849797,102.9976339,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,80.48,11.98,2.39
Kedai Nasi Kerabu Kambing Bakar Kg.Buruk,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.529465699999999,102.7481805,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,61.84,24.21,5.79
Myta Food Cafe & Bistro,,Besut,Family Restaurant,Family,4.0,Very Good (≥4.0★),5.5198584,102.7491231,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,69.61,18.86,3.37
Marissa Kedai Hijau,,Marang,Restaurant,Other,5.0,Excellent (≥4.5★),5.1906385,103.2205078,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,40.46,39.12,7.27
Umi Sup Tulang Patin Tempoyak,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.519064999999999,102.7463692,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,54.72,29.75,5.36
Warung Capati & Tose Pok Din,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0733252,103.0095444,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Az Seafood,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.518115,102.7509675,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,57.69,18.53,16.65
Kedai Wani,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.5285533,102.7402057,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Katsetiu Villas,,Setiu,Resort Hotel,Other,5.0,Excellent (≥4.5★),5.5536747,102.8833423,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Overall Dining Experience,55.79,29.19,11.24
Kedai Makan Gulai Ayam Kampung Kak Yah,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.5222203,102.7452095,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,77.39,11.37,3.4
Keropok Lekor Wawa Merang & Iwawa Cafe,,Bandar,Food Manufacturing Supply,Other,3.0,Good (≥3.0★),5.5215013,102.9626593,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,60.61,24.65,8.71
Kedai Usop Roti Canai,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.5193531,102.7449298,No,No,No,Yes,No,No,No,Yes,No,4,Malay Review Sentiment,74.8,11.85,4.54
Authentic Terengganu Breakfast(11B),,Hulu Terengganu,Breakfast Restaurant,Cafe,3.0,Good (≥3.0★),5.0888095,102.9983751,No,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,62.86,11.37,9.22
Kedai Makan Baung Meraung,,Simpang Gaung,Restaurant,Other,3.0,Good (≥3.0★),5.0760669,102.9981865,No,No,No,Yes,No,No,Yes,No,No,4,Malay Review Sentiment,72.29,15.03,3.94
Warung Anak Manja,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0760731,102.9984154,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,76.56,13.46,3.56
Secret Recipe Kuala Berang,,Jln Pasar,Restaurant,Other,5.0,Excellent (≥4.5★),5.0711565,103.0123515,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,67.72,22.38,5.1
Arel Burger,,Kampung Rahmat,Restaurant,Other,5.0,Excellent (≥4.5★),5.0732533,103.009564,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.43,14.74,3.43
Adam Tomyam,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.5135388,102.7636359,No,Yes,No,No,No,No,No,No,No,1,Overall Dining Experience,60.15,25.74,6.28
Floating Restaurant,,Chalok,Bistro,Western,3.0,Good (≥3.0★),5.516270899999999,102.7579963,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Restoran Mawar Mekar,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0761734,103.0110821,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,81.97,11.15,2.13
Warung Pokok Jambu Madi Ayu Jalan Pasar Nasi Ayam,,Hulu Terengganu,Lunch Restaurant,Malay,5.0,Excellent (≥4.5★),5.073015,103.012278,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Saloma Tajin,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.119161,102.9895531,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Kak Ngah,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.086130499999999,102.9977477,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Arel Burger,,Kampung Pauh,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),5.079503,102.9784329,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.43,14.74,3.43
Kelulut Beach,,Lumpur,Tourist Attraction,Other,5.0,Excellent (≥4.5★),5.1694238,103.231504,No,No,No,Yes,Yes,No,Yes,No,No,3,Location & Ambiance,61.9,26.61,7.15
Ratoh Ketam Seafood Corner,,Kampung Rahmat,Seafood Restaurant,Seafood,5.0,Excellent (≥4.5★),5.072638899999999,103.0101189,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,72.55,18.64,4.82
Kedai Mee Celup,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.5156193,102.7592172,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,71.0,18.83,4.79
Warung Bunga Selasih (Tomyam),,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0733817,103.0095422,No,No,No,Yes,Yes,No,No,Yes,No,4,Malay Review Sentiment,81.86,13.56,1.36
Twinto Burger Permaisuri,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.5208216,102.7482548,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,83.26,4.81,3.44
Mat Corner Cafe,,Hulu Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0747661,103.0117673,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
16 Bro Cafe,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0740492,103.0042485,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,79.85,14.31,2.11
Tapow Station,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0730437,103.0097507,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,81.65,5.95,4.28
Nasi Ayam Yunnan,,Pantai Batu Buruk,Restaurant,Other,5.0,Excellent (≥4.5★),5.3199711,103.1541183,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,65.03,23.8,7.29
Hr Mee Champa 3 - Kuala Berang,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.072184099999999,103.0101011,No,No,No,No,Yes,No,No,No,No,5,Western & Fusion Food,60.92,25.47,9.32
Papa King Pizza,,Kampung Gaung,Pizza Restaurant,Western,5.0,Excellent (≥4.5★),5.0760577,102.9991537,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,65.08,29.14,1.67
Kafe Sifu Teh Lapis,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0731212,102.9970361,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,63.81,17.22,15.66
Kak Zai Ayam Berempah,,Kampung Buluh,Restaurant,Other,5.0,Excellent (≥4.5★),5.524555599999999,102.7431341,No,No,No,No,No,No,No,Yes,No,4,Malay Review Sentiment,76.04,11.69,6.13
Dapur Bear,,Kampung Pauh,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),5.072870099999999,102.9795611,No,Yes,No,No,No,No,No,No,No,4,Malay Review Sentiment,44.49,41.16,9.71
Kedai Roti Canai Pok Din,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.1139217,102.9964833,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,25.2,18.05,17.11
Pok Na Soya,,Hulu Terengganu,Hawker Stall,Malay,5.0,Excellent (≥4.5★),5.0795599,103.0149307,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
D'Nibong Family,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.5131508,102.7707981,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.56,14.73,4.21
Mirashi Oden,,Hulu Terengganu,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.0825423,102.9974565,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Zurainalong,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.5208441,102.7441772,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,45.98,45.4,6.56
Suria Link Boat Service,,Marang,Transportation Service,Other,5.0,Excellent (≥4.5★),5.2043875,103.2076862,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,53.53,34.47,8.39
Kedai Nasi Ayam & Royak Ayam Viral,,Kampung Tajin,Restaurant,Other,5.0,Excellent (≥4.5★),5.1155467,102.9959277,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,48.03,41.78,3.52
Nnburger,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0728471,102.9970395,No,Yes,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.89,19.61,1.92
Warung Nasi Lemak Daun Pisang Kb,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.073067099999999,103.0081273,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,57.2,39.27,1.07
Warung Mr Baung Iiii,,Kampung Gaung,Restaurant,Other,5.0,Excellent (≥4.5★),5.072009,102.9999791,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Subway (Kuala Berang),,Kuala Terengganu,Restaurant,Other,1.0,Below Average (<3.0★),5.0728246,103.0104025,No,Yes,No,No,No,No,No,No,No,1,Overall Dining Experience,68.79,19.71,6.76
Tabir Ganda Sdn Bhd,,Besut,Bistro,Western,5.0,Excellent (≥4.5★),5.516270899999999,102.7579964,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Umi Tomyam,,Kampung Buluh,Restaurant,Other,4.0,Very Good (≥4.0★),5.5234842,102.7478637,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,71.56,15.7,4.18
Nasi Dagang Cik Der,,Kampung Telaga,Restaurant,Other,5.0,Excellent (≥4.5★),5.0888148,102.9983304,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,90.88,2.62,1.87
Kampung Darat Pak Chan,,Marang,Park,Other,5.0,Excellent (≥4.5★),5.1937251,103.2115035,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,74.15,14.84,3.18
"Ayam Gunting,Sushi & Air Balang Hadapan Hospital",,Besut,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.5135439,102.7702063,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Karim Masakan Panas,,Besut,Seafood Restaurant,Seafood,5.0,Excellent (≥4.5★),5.5374307,102.7320677,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,79.15,18.64,0.77
Gerai Nasi Lemak Cik Nor,,Kampung Langgar,Nasi Goreng Restaurant,Malay,5.0,Excellent (≥4.5★),5.0995464,103.0110803,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,88.12,3.52,2.52
Sarapanpagi Eatry,,Kuala Terengganu,Cafe,Cafe,5.0,Excellent (≥4.5★),5.3468743,103.1173706,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,78.4,5.22,4.94
Nasi Ayam Kasturi Pok Piee,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.089171,103.0126362,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,81.88,5.36,3.84
Permai Penyayang Cafe Dan Chalet,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.5295507,102.7379176,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,74.46,18.17,2.34
Pizza Hut Delivery Kuala Berang,,Lot Bg,Pizza Restaurant,Western,4.0,Very Good (≥4.0★),5.0732354,103.0104699,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,71.94,16.87,7.37
Nasi Lemak Lerek,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0730413,103.0097093,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,66.15,30.26,1.24
Zul Selasih Seafood,,Hulu Terengganu,Seafood Restaurant,Seafood,4.0,Very Good (≥4.0★),5.0734273,103.0095328,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
